transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd
0xbc60702d91dca142098bfbaf476aa99195d0ef04c3c728efac171528f494b36f,14166689,2022-02-08,2490,0x6fe4aced57ae0b50d14229f3d40617c8b7d2f2e1,0xaff777d14dd576144efe700b83485ca64388e725,0x6fe4aced57ae0b50d14229f3d40617c8b7d2f2e1,0xaff777d14dd576144efe700b83485ca64388e725,0.99,3118.4537526546856
0x09ab9989851366d1efea321c9dd380f5eb890f2f8211a59c7662e4522953a355,14166684,2022-02-08,5975,0x44f3d9004828071cacf187d2058745bf01496021,0xdbdbb6239c8467401949efaf6fa85538e0cef4b8,0x44f3d9004828071cacf187d2058745bf01496021,0xdbdbb6239c8467401949efaf6fa85538e0cef4b8,0.679,2138.8182808611427
0xf2a539c2e3729c3cb440583815860e927ec54d2976a88e9e957839cfec437b88,14166682,2022-02-08,6988,0xcb4d5e7026c3f86348c80d918ba9e511295399f1,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0xcb4d5e7026c3f86348c80d918ba9e511295399f1,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0.7,2204.967299856848
0xc793a7c851e807b90a1a6c9e802eb07e2731101457e070a7ee049fb4bc82c13b,14166619,2022-02-08,472,0x10a1a1464ac7ae21af29a2b901358ae663f4d3de,0xa920268ff7ac82a63ff5070d32401900ee5626c6,0x10a1a1464ac7ae21af29a2b901358ae663f4d3de,0xa920268ff7ac82a63ff5070d32401900ee5626c6,0.678,2135.668327575633
0x8f8cdfc477cd84954da63f5a33bf22a10828495a79c7d72ebd2df4c64bbb34ba,14166588,2022-02-08,6749,0x268d3a8c4701000546dd0bf959bf6c8956cc3e5e,0xb3390fa0a6e7bec23a1e678902c781939b582861,0x268d3a8c4701000546dd0bf959bf6c8956cc3e5e,0x0000000031f7382a812c64b604da4fc520afef4b,0.677,2132.5183742901236
0x8f8cdfc477cd84954da63f5a33bf22a10828495a79c7d72ebd2df4c64bbb34ba,14166588,2022-02-08,5957,0x17e32fdb2c47b2e46245e3ad25228cd3faff230f,0xb3390fa0a6e7bec23a1e678902c781939b582861,0x17e32fdb2c47b2e46245e3ad25228cd3faff230f,0x0000000031f7382a812c64b604da4fc520afef4b,0.67,2110.4687012915547
0x8f8cdfc477cd84954da63f5a33bf22a10828495a79c7d72ebd2df4c64bbb34ba,14166588,2022-02-08,3399,0x37729c5948bb726a505b9633caab02521c67d89a,0xb3390fa0a6e7bec23a1e678902c781939b582861,0x37729c5948bb726a505b9633caab02521c67d89a,0x0000000031f7382a812c64b604da4fc520afef4b,0.67,2110.4687012915547
0x004e45feaaea26f2671742b7ea35c313cb1e1e1eb8f1de3cba18f9c87ef4f2f8,14166584,2022-02-08,2727,0xd883d4ff6c781cd65513b9a3f40ad785abdd058b,0x2a55c84035361f4aa2ca89d0a126650befe18a30,0xd883d4ff6c781cd65513b9a3f40ad785abdd058b,0x2a55c84035361f4aa2ca89d0a126650befe18a30,0.69,2173.4677670017504
0x4fb8dae5e2e5d7a37b181906a89ba2e45b6a9733b2a54ed97cf87c6e3ef65cc6,14166578,2022-02-08,4356,0x17e32fdb2c47b2e46245e3ad25228cd3faff230f,0x26011ce69166a517cfff51c4bba260b4fb4a014f,0x17e32fdb2c47b2e46245e3ad25228cd3faff230f,0x26011ce69166a517cfff51c4bba260b4fb4a014f,0.67,2110.4687012915547
0x050398370e8dd4045ffba831c0f628ca0fc4ec00e2ab5ec7ea537087578892be,14166500,2022-02-08,5371,0x9ce74176e6f71a0e8c3a65b575965a6a2fcf4b6c,0x00001cf7fc5cdfa1be94a3359c7659ec50c60000,0x9ce74176e6f71a0e8c3a65b575965a6a2fcf4b6c,0x00001cf7fc5cdfa1be94a3359c7659ec50c60000,0.7,2204.967299856848
0x4343cfa1309a723fe05b18f9d2cd3fe2df0b83576f21f7347dcc3dac124bb1a0,14166407,2022-02-08,2892,0x2ba77503ba95cda28a4015c73ec88b60516fb91d,0x969fa39f580aa68e72959fa279c8576da34e56d9,0x2ba77503ba95cda28a4015c73ec88b60516fb91d,0x969fa39f580aa68e72959fa279c8576da34e56d9,0.777,2447.513702841102
0x00942e819b13dbe2d7e66eee19db0b2dfc768492a63ffda63c929089e478121f,14166380,2022-02-08,1464,0x611ec133fc9ecc500141903f5e62cb641599661f,0x969fa39f580aa68e72959fa279c8576da34e56d9,0x611ec133fc9ecc500141903f5e62cb641599661f,0x969fa39f580aa68e72959fa279c8576da34e56d9,0.75,2362.4649641323376
0x96cc034062b2ddec43c220f18d525424e816d2b52137e945c4e84520d64a8eae,14166365,2022-02-08,5773,0x37729c5948bb726a505b9633caab02521c67d89a,0x969fa39f580aa68e72959fa279c8576da34e56d9,0x37729c5948bb726a505b9633caab02521c67d89a,0x969fa39f580aa68e72959fa279c8576da34e56d9,0.69,2173.4677670017504
0x098312b6842d9e1cdaa980d8ed6b1ea10590bee30f1bb2eea6c0178eba6a5551,14166363,2022-02-08,5778,0xf1ac1a9d903d946b6def0be2a07509d8dab5ad34,0x969fa39f580aa68e72959fa279c8576da34e56d9,0xf1ac1a9d903d946b6def0be2a07509d8dab5ad34,0x969fa39f580aa68e72959fa279c8576da34e56d9,0.69,2173.4677670017504
0x3bdeced03e2604591fb94f5618d582b74300f1afb364ceedfc7f5e7ec5dbdfa9,14166290,2022-02-08,580,0x15c24b11efa56f166121ff6189e944cef1dcd5d3,0x1d2f8a45ff6244f43079d116fe70c304b1d51d3f,0x1d2f8a45ff6244f43079d116fe70c304b1d51d3f,0x15c24b11efa56f166121ff6189e944cef1dcd5d3,0.9,2834.957956958805
0xe0351f1099c0f4af1b2a0cf966eb181cd48a3ad7b64bbe82573677f4872106b5,14166182,2022-02-08,5554,0x8a04459b40b443a3428ec47ee9aa751e87ec1547,0x7e8d2190dde46f666ec7e578611b5728dbeafc1a,0x8a04459b40b443a3428ec47ee9aa751e87ec1547,0x7e8d2190dde46f666ec7e578611b5728dbeafc1a,0.66,2078.969168436457
0x5ecd5db3aa6243e0a5cb34a6734eb51e55e7b9f3b61f66048cf15cb499f8b0f0,14166180,2022-02-08,4498,0x69cc247e9ab87c3775a063a33abb048768d1fc75,0x278190a9e040f9e65e9aaaf28e836dd5e8a126d5,0x69cc247e9ab87c3775a063a33abb048768d1fc75,0x278190a9e040f9e65e9aaaf28e836dd5e8a126d5,1.0,3149.953285509783
0x7e989a5c5ae1a48a18bab14e63f49c7ba281acf88c908ebe8ee56cef563d397d,14166177,2022-02-08,2978,0x40711b63db79a5e8579bd53f84c5c558e856f806,0xa053ff81356b698b3fb424faef835ea57b4a7327,0x40711b63db79a5e8579bd53f84c5c558e856f806,0xa053ff81356b698b3fb424faef835ea57b4a7327,0.69,2173.4677670017504
0x80eaf3a087ed3e0376a806f7c8fc9b19e46b7371d922507aac1fe644e7b1f9fb,14166158,2022-02-08,515,0x7747dbc336829bafe05170750f1dec639bbdb350,0x1d7d3f662833ed7744620179780013890a8db4e2,0x7747dbc336829bafe05170750f1dec639bbdb350,0x1d7d3f662833ed7744620179780013890a8db4e2,1.0,3149.953285509783
0xa0187f7548adbddf025f4c11f3a5b85242ecf22e01f6c2b66a69530ba5eeb8d6,14166070,2022-02-08,6306,0x565e44a735138fa0621cdb47bb5b85d6e450e050,0x7c8c7b3f49d5339b87fe7d4c53ccc9dccfe6287c,0x565e44a735138fa0621cdb47bb5b85d6e450e050,0x7c8c7b3f49d5339b87fe7d4c53ccc9dccfe6287c,0.8,2519.9626284078267
0x9044dbfa4982e0a1edb02d15c5a08ba0c436c79efea0f95e2b2002ddb7782f05,14166044,2022-02-08,6924,0x1d2f8a45ff6244f43079d116fe70c304b1d51d3f,0xf9d8c23e713b25a8d95cbc147c3366f0825a3d82,0x1d2f8a45ff6244f43079d116fe70c304b1d51d3f,0xf9d8c23e713b25a8d95cbc147c3366f0825a3d82,1.25,3937.4416068872288
0xb9f7f60071717faa36f7fba8b5c603eb7eedb1bd76a1f016e639b862ad60579e,14166036,2022-02-08,5134,0xa8c33f4621d320364e851f4a951d2722e29bba86,0xdeabee7eddc1d8efb6da41a99c82c2e20d1b4b20,0xa8c33f4621d320364e851f4a951d2722e29bba86,0xdeabee7eddc1d8efb6da41a99c82c2e20d1b4b20,0.69,2173.4677670017504
0xaf760d63f0bdc7223022b8721fe368f79861800a160362b97ae243c9046e0cbc,14165950,2022-02-08,5768,0x79d6dca2d492aac2b97badbfd26042cda21e62d4,0xcec2158354c342aa4c93d708b1b8fcd45a074d75,0x79d6dca2d492aac2b97badbfd26042cda21e62d4,0xcec2158354c342aa4c93d708b1b8fcd45a074d75,0.67,2110.4687012915547
0xdd831492367918a8fe2ae5c6d9bcbb7455d25650628215a0a9ea7cb7e3441cb5,14165845,2022-02-08,736,0xcc41848f1ecefebf286dcf9f5180181cea58d8bb,0xe63227b629cfcad7b1099e43addbf534c9213ba5,0xcc41848f1ecefebf286dcf9f5180181cea58d8bb,0xe63227b629cfcad7b1099e43addbf534c9213ba5,0.689,2170.3178137162404
0x7c9605b4834f7183df0ad2e3f1fc7034ee726531e35e2a1443ad64f0c9f8815e,14165825,2022-02-08,6593,0x26be2cc2a198ba8753ac7e145b8364f32de2330f,0xaa24f03ce0054041dad876a9593272fa289d1002,0xaa24f03ce0054041dad876a9593272fa289d1002,0x26be2cc2a198ba8753ac7e145b8364f32de2330f,0.77,2425.464029842533
0x7c0125a81cf5a6c1db41d684a2160454dbfc87f5facc8efa85c18d97db7ab5b7,14165621,2022-02-08,4367,0xec16b86ed3553105d0e55fdfa154408cbf6be532,0x365090e212a3534da69e022a7e31d3275f14e7c6,0xec16b86ed3553105d0e55fdfa154408cbf6be532,0x365090e212a3534da69e022a7e31d3275f14e7c6,0.6736,2121.8085331193897
0x12ef1cf54680d32665923efa9a5e57957f2b5d7df23177da70ab89546994dbeb,14165596,2022-02-08,1812,0x05b91ac8b98f781d916be8a75206c7915e47cb9e,0x1cf219fcab6beca8499c40fd2bcfdad8e4c03916,0x05b91ac8b98f781d916be8a75206c7915e47cb9e,0x1cf219fcab6beca8499c40fd2bcfdad8e4c03916,0.7,2204.967299856848
0x1080df3e43ef455978e96c9999c5190d7354ddc00a8446282fe6b6829a1e1c83,14165592,2022-02-08,4367,0xee5a6fc1525b1eb51ef6bf043c2a2c9e47e924ee,0xec16b86ed3553105d0e55fdfa154408cbf6be532,0xec16b86ed3553105d0e55fdfa154408cbf6be532,0xee5a6fc1525b1eb51ef6bf043c2a2c9e47e924ee,0.4896,1542.2171285855898
0x017a40cf4e630d8aaeef17e55dc2688e1e467fa2623968221bfd134bfbcc811e,14165428,2022-02-08,4038,0x72256967d7933d87840a76b4546ea9c6f5659ed5,0x8e6731e6e9e13b03b763794cebd1d15f8b537d22,0x72256967d7933d87840a76b4546ea9c6f5659ed5,0x8e6731e6e9e13b03b763794cebd1d15f8b537d22,0.7,2204.967299856848
0x8c78a35bc62eafd6e7b4112ba04bfc8674f8f62359aa8ffedc4692ebdfc95fc3,14165428,2022-02-08,7183,0x620498ca2297febae0296e4d380501f608a9d5ea,0xb5c6cfcd13f5ea6c02914698534fb23214ca056f,0x620498ca2297febae0296e4d380501f608a9d5ea,0xb5c6cfcd13f5ea6c02914698534fb23214ca056f,0.68,2141.968234146653
0xa38447126714f7dfa23675c0f6a2e5ee161f84f754d62d160f17e35c7b9b7545,14165365,2022-02-08,3410,0x464b4358eb7d79c1be2c7008bc436a7fcdca738d,0x9c5333dba1e85e79258c67a705ebfce2656e9a70,0x9c5333dba1e85e79258c67a705ebfce2656e9a70,0x464b4358eb7d79c1be2c7008bc436a7fcdca738d,0.5,1574.9766427548916
0xb9d0de1ec2cc4c74e8843dc0b8a4e7d48237da63b6962e0bffa8b11820e6a4ca,14165319,2022-02-08,3330,0x5203ac1b065ee50a5e0f3272c6205d99a833790b,0xb92280c1386c7f8151f2b37ec3afa58b3efd6830,0x5203ac1b065ee50a5e0f3272c6205d99a833790b,0xb92280c1386c7f8151f2b37ec3afa58b3efd6830,0.676,2129.3684210046135
0x4ab6ac1a10de9766f8762a0cfd22289d72866b77828e6f495b3045a9a889bdf5,14165273,2022-02-08,5319,0x42e61aa38e3044f048280b56e384fe12ef7270d0,0x406e83146b1c0239bb7a271d7719661d89871f6b,0x42e61aa38e3044f048280b56e384fe12ef7270d0,0x406e83146b1c0239bb7a271d7719661d89871f6b,0.7,2204.967299856848
0x7e71f2acf0fdb4289e286b60baa5f78bd8eb376f3a337fcac75b1186f07d1602,14165120,2022-02-08,7554,0x0fd1d9a4248ae2a56aaa5d0252f077986a9322a9,0x9f0ed5f266d51f4fc4352171c229147b34c2c6f5,0x0fd1d9a4248ae2a56aaa5d0252f077986a9322a9,0x9f0ed5f266d51f4fc4352171c229147b34c2c6f5,0.7,2204.967299856848
0xd5dc8931afad90dccb92c38b0d7030e1dff8fbc88b812419da51da9a0aef6eff,14165100,2022-02-08,2899,0xedb77c8d826e6af62be1fb7cdb6a936c2cf8b29a,0x6ccf7be367aff13550f2064fc46d4a15e4569545,0xedb77c8d826e6af62be1fb7cdb6a936c2cf8b29a,0x6ccf7be367aff13550f2064fc46d4a15e4569545,0.7,2204.967299856848
0xea1a01ad4671ac0a3edd6ce004ceae20965214adbf4af895b8ac0a407cec66dc,14164979,2022-02-08,1190,0x2392d22674dd0617e562891d4d8be59bcced7dc8,0x365090e212a3534da69e022a7e31d3275f14e7c6,0x2392d22674dd0617e562891d4d8be59bcced7dc8,0x365090e212a3534da69e022a7e31d3275f14e7c6,0.678,2135.668327575633
0xe3ccf7f045be9995cc4551eb0023dbc3b15027a49a1b57bfa5c70317ac468765,14164945,2022-02-08,886,0x98db30d69ebcb32eb3bf79fc10f8e9658686e127,0x365090e212a3534da69e022a7e31d3275f14e7c6,0x98db30d69ebcb32eb3bf79fc10f8e9658686e127,0x365090e212a3534da69e022a7e31d3275f14e7c6,0.666,2097.868888149516
0x7c5b530d8c82a5b3ce4504ceae121940373d16f84c023f3e5b79cca26460fb15,14164797,2022-02-08,6077,0xadbd3269255363d5ea0c23b275c049095647d353,0xfc37d93e4c08fc2109259e53ca5ef6f1effda062,0xadbd3269255363d5ea0c23b275c049095647d353,0xfc37d93e4c08fc2109259e53ca5ef6f1effda062,0.68,2141.968234146653
0x20ea0b28de1f7e1ddad72b5809c47d63e28b225c1aa06f5549058b24d1478a39,14164654,2022-02-08,577,0x78abb6a324a709255c87e1a491d74ae0ef3de49d,0x8d4a860a90af13684df1fa96699a89b3d2dd02be,0x78abb6a324a709255c87e1a491d74ae0ef3de49d,0x8d4a860a90af13684df1fa96699a89b3d2dd02be,0.677,2132.5183742901236
0xaad8eb6e2fd86e02b8f51a2731cd1c9e701fd965deae279c03587ac8b12e2a8b,14164650,2022-02-08,4771,0x593a9be4acaf7b208abdef58aada41d967ba1388,0x4f8c37ddaa1fc3eb2b5fc1145b4a680d3130fa0b,0x593a9be4acaf7b208abdef58aada41d967ba1388,0x4f8c37ddaa1fc3eb2b5fc1145b4a680d3130fa0b,0.72,2267.966365567044
0x7b2b99cfb744ad116c564caeae51f087a25ab4c235b431d18636e1426c9db117,14164519,2022-02-08,359,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x202c793c9f762fe8e761f0a78415ea883a09c4ac,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x202c793c9f762fe8e761f0a78415ea883a09c4ac,0.7,2204.967299856848
0xfd8b2db3f2bf5bd4076759fc56b15e552c5c4a9ed31fb04e9b4a2c11df086d92,14164460,2022-02-08,1215,0x438bbff80252c9c959797d0180a5c868e1a86c91,0x407a14f3ee266bc6c5d0a83be89741e0c6a0918e,0x438bbff80252c9c959797d0180a5c868e1a86c91,0x407a14f3ee266bc6c5d0a83be89741e0c6a0918e,0.7,2204.967299856848
0x6aa7769ab8213f3e95f51f29168eb09f06789fdde29088f8a6cf5918821bfa24,14164436,2022-02-08,426,0x88adb950fa6e343b5b74dbbda20512844a1d861d,0x89d0ad961584bc9c65d2982ad82faf0371939bdc,0x88adb950fa6e343b5b74dbbda20512844a1d861d,0x89d0ad961584bc9c65d2982ad82faf0371939bdc,0.76,2393.9644969874353
0x48b0b28617a6e8b4ec5621ce476609955ab65c696f856c6eeb18de2ac3796f45,14164424,2022-02-08,3133,0x89d0ad961584bc9c65d2982ad82faf0371939bdc,0x83003d1b9d4e47296ee1ca6667af26c8e8e3d4da,0x89d0ad961584bc9c65d2982ad82faf0371939bdc,0x83003d1b9d4e47296ee1ca6667af26c8e8e3d4da,0.65,2047.4696355813592
0x97f99dced03ecbccd138932af60c85ed8fa5cb46d41238d7a786a0928fbf86e6,14164382,2022-02-08,4633,0x4477d68f69fef46b888e7d04251690157daf70c0,0xe8c420d06c0599b2fe663481612a8c23d1554ef9,0x4477d68f69fef46b888e7d04251690157daf70c0,0xe8c420d06c0599b2fe663481612a8c23d1554ef9,0.68,2141.968234146653
0x6cf1e550456994dfd0ea7c26bca6de94df5c03baff75de5699d00093a47ffdfb,14164301,2022-02-08,6168,0x4477d68f69fef46b888e7d04251690157daf70c0,0xe56967527355108cf4d826c0ce2712b5cd118828,0x4477d68f69fef46b888e7d04251690157daf70c0,0xe56967527355108cf4d826c0ce2712b5cd118828,0.68,2141.968234146653
0x548b18604cc79836d56b8dd0074982806c46f7911e71588480e4795cc40c1c66,14164275,2022-02-08,7567,0xbd52977ca92f7af8edaca1c8d6ef713978a25b51,0x900b7ce829e58f284c46db1fa468dde519f485e3,0xbd52977ca92f7af8edaca1c8d6ef713978a25b51,0x900b7ce829e58f284c46db1fa468dde519f485e3,0.68,2141.968234146653
0x79bab470e0a5bea06e6ddae56571f30415c3cf94edc4fd75818c86b201d9173d,14164267,2022-02-08,5611,0x4b27d31e07ce266d927d90463ae25caf687b95b2,0x900b7ce829e58f284c46db1fa468dde519f485e3,0x4b27d31e07ce266d927d90463ae25caf687b95b2,0x900b7ce829e58f284c46db1fa468dde519f485e3,0.65,2047.4696355813592
0xea06bdc3650bd26b822f47e5a90902a44fcb19676f83a94b03597af70163812c,14164252,2022-02-08,1075,0x4477d68f69fef46b888e7d04251690157daf70c0,0xea89c8d41718c4413a70a7a1eb3e5389153d8576,0x4477d68f69fef46b888e7d04251690157daf70c0,0xea89c8d41718c4413a70a7a1eb3e5389153d8576,0.68,2141.968234146653
0x3b71686d9399e20d6dea2671f4b7ba7d182616289265a03ab6fb57c5c12b2cd9,14164210,2022-02-08,7464,0xb144d0c271be6cf4cfb746cae948120b21e981ae,0x3f15ecb75dd8249908d72a010678176bab7bfc30,0xb144d0c271be6cf4cfb746cae948120b21e981ae,0x3f15ecb75dd8249908d72a010678176bab7bfc30,1.05,3307.4509497852723
0x61a5635227a62c606b1bba44ee851e1c809401e48c51ec9688be1ec1c24b09be,14164204,2022-02-08,2460,0x87213c6c8fb69b159a95e102181d53446473d9c3,0x95eaa13a5f401c0229f52f8f4c4330d254e4429c,0x87213c6c8fb69b159a95e102181d53446473d9c3,0x95eaa13a5f401c0229f52f8f4c4330d254e4429c,0.677,2132.5183742901236
